연번,지연일자,노선,지연시간대,최대지연시간
1,2023-01-01,7호선 (부천구청행),09시~18시,5분
2,2023-01-01,7호선 (온수행),09시~18시,5분
3,2023-01-01,7호선 (장암행),09시~18시,5분
4,2023-01-02,2호선 (외선),첫차~09시,20분
5,2023-01-02,7호선 (부천구청행),18시~막차,5분
6,2023-01-02,7호선 (온수행),18시~막차,5분
7,2023-01-02,7호선 (장암행),18시~막차,5분
8,2023-01-02,7호선 (부천구청행),첫차~09시,10분
9,2023-01-02,7호선 (온수행),첫차~09시,10분
10,2023-01-02,7호선 (장암행),첫차~09시,10분
11,2023-01-03,1호선 (하행선),첫차~09시,15분
12,2023-01-03,1호선 (상행선),첫차~09시,10분
13,2023-01-03,2호선 (외선),첫차~09시,10분
14,2023-01-03,3호선 (하행선),첫차~09시,5분
15,2023-01-03,3호선 (상행선),첫차~09시,5분
16,2023-01-03,4호선 (하행선),첫차~09시,10분
17,2023-01-03,4호선 (상행선),첫차~09시,5분
18,2023-01-03,5호선 (상일동행),첫차~09시,10분
19,2023-01-03,5호선 (마천행),첫차~09시,10분
20,2023-01-03,7호선 (장암행),09시~18시,5분
21,2023-01-03,7호선 (부천구청행),09시~18시,5분
22,2023-01-03,7호선 (온수행),09시~18시,5분
23,2023-01-03,8호선 (모란행),첫차~09시,10분
24,2023-01-04,1호선 (하행선),첫차~09시,5분
25,2023-01-04,1호선 (상행선),첫차~09시,5분
26,2023-01-04,2호선 (외선),첫차~09시,15분
27,2023-01-04,3호선 (하행선),첫차~09시,10분
28,2023-01-04,3호선 (상행선),첫차~09시,10분
29,2023-01-04,4호선 (하행선),첫차~09시,10분
30,2023-01-04,4호선 (상행선),첫차~09시,5분
31,2023-01-04,5호선 (상일동행),첫차~09시,5분
32,2023-01-04,5호선 (마천행),첫차~09시,5분
33,2023-01-05,1호선 (하행선),첫차~09시,5분
34,2023-01-05,1호선 (상행선),첫차~09시,10분
35,2023-01-05,2호선 (외선),첫차~09시,10분
36,2023-01-05,3호선 (하행선),첫차~09시,10분
37,2023-01-05,3호선 (상행선),첫차~09시,5분
38,2023-01-05,4호선 (하행선),첫차~09시,10분
39,2023-01-05,4호선 (상행선),첫차~09시,5분
40,2023-01-05,5호선 (상일동행),첫차~09시,5분
41,2023-01-06,2호선 (외선),첫차~09시,10분
42,2023-01-06,3호선 (하행선),첫차~09시,10분
43,2023-01-06,3호선 (상행선),첫차~09시,5분
44,2023-01-09,1호선 (하행선),첫차~09시,5분
45,2023-01-09,1호선 (상행선),첫차~09시,5분
46,2023-01-09,2호선 (외선),첫차~09시,10분
47,2023-01-09,3호선 (하행선),첫차~09시,10분
48,2023-01-09,3호선 (상행선),첫차~09시,10분
49,2023-01-09,4호선 (하행선),첫차~09시,10분
50,2023-01-09,4호선 (상행선),첫차~09시,5분
51,2023-01-09,7호선 (부천구청행),09시~18시,5분
52,2023-01-09,7호선 (온수행),09시~18시,5분
53,2023-01-09,7호선 (장암행),09시~18시,5분
54,2023-01-10,2호선 (외선),09시~18시,25분
55,2023-01-10,2호선 (외선),첫차~09시,10분
56,2023-01-10,4호선 (하행선),첫차~09시,10분
57,2023-01-10,4호선 (하행선),09시~18시,10분
58,2023-01-10,4호선 (상행선),09시~18시,5분
59,2023-01-10,4호선 (상행선),첫차~09시,5분
60,2023-01-10,7호선 (부천구청행),18시~막차,5분
61,2023-01-10,7호선 (온수행),18시~막차,5분
62,2023-01-10,7호선 (장암행),18시~막차,5분
63,2023-01-10,7호선 (부천구청행),첫차~09시,5분
64,2023-01-10,7호선 (온수행),첫차~09시,5분
65,2023-01-10,7호선 (장암행),첫차~09시,5분
66,2023-01-11,2호선 (외선),첫차~09시,10분
67,2023-01-11,3호선 (하행선),첫차~09시,10분
68,2023-01-11,3호선 (상행선),첫차~09시,5분
69,2023-01-11,4호선 (상행선),첫차~09시,10분
70,2023-01-11,4호선 (하행선),첫차~09시,10분
71,2023-01-12,3호선 (하행선),첫차~09시,10분
72,2023-01-12,3호선 (상행선),첫차~09시,5분
73,2023-01-12,4호선 (하행선),첫차~09시,5분
74,2023-01-12,4호선 (상행선),첫차~09시,5분
75,2023-01-13,1호선 (하행선),첫차~09시,20분
76,2023-01-13,1호선 (상행선),첫차~09시,15분
77,2023-01-13,2호선 (외선),첫차~09시,15분
78,2023-01-13,2호선 (내선),첫차~09시,15분
79,2023-01-13,3호선 (하행선),첫차~09시,5분
80,2023-01-13,3호선 (상행선),첫차~09시,5분
81,2023-01-13,4호선 (하행선),첫차~09시,25분
82,2023-01-13,4호선 (상행선),첫차~09시,20분
83,2023-01-13,7호선 (부천구청행),09시~18시,5분
84,2023-01-13,7호선 (온수행),09시~18시,5분
85,2023-01-13,7호선 (장암행),09시~18시,5분
86,2023-01-13,7호선 (부천구청행),첫차~09시,5분
87,2023-01-13,7호선 (온수행),첫차~09시,5분
88,2023-01-16,2호선 (내선),09시~18시,5분
89,2023-01-16,2호선 (외선),첫차~09시,10분
90,2023-01-16,3호선 (하행선),첫차~09시,10분
91,2023-01-16,3호선 (상행선),첫차~09시,5분
92,2023-01-16,4호선 (하행선),첫차~09시,5분
93,2023-01-16,4호선 (상행선),첫차~09시,5분
94,2023-01-17,1호선 (상행선),첫차~09시,5분
95,2023-01-17,2호선 (내선),첫차~09시,5분
96,2023-01-17,2호선 (외선),첫차~09시,10분
97,2023-01-17,3호선 (하행선),첫차~09시,5분
98,2023-01-17,3호선 (상행선),첫차~09시,5분
99,2023-01-17,4호선 (하행선),첫차~09시,10분
100,2023-01-17,4호선 (상행선),첫차~09시,10분
101,2023-01-17,7호선 (부천구청행),09시~18시,5분
102,2023-01-17,7호선 (온수행),09시~18시,5분
103,2023-01-17,7호선 (장암행),09시~18시,5분
104,2023-01-17,8호선 (암사행),첫차~09시,5분
105,2023-01-18,1호선 (하행선),첫차~09시,5분
106,2023-01-18,1호선 (상행선),첫차~09시,5분
107,2023-01-18,2호선 (내선),09시~18시,10분
108,2023-01-18,2호선 (외선),첫차~09시,10분
109,2023-01-18,3호선 (하행선),첫차~09시,15분
110,2023-01-18,3호선 (상행선),첫차~09시,15분
111,2023-01-18,5호선 (방화행),첫차~09시,10분
112,2023-01-18,7호선 (장암행),09시~18시,10분
113,2023-01-18,7호선 (장암행),첫차~09시,20분
114,2023-01-19,1호선 (하행선),첫차~09시,5분
115,2023-01-19,1호선 (상행선),첫차~09시,10분
116,2023-01-19,2호선 (내선),첫차~09시,5분
117,2023-01-19,2호선 (외선),첫차~09시,10분
118,2023-01-19,3호선 (하행선),첫차~09시,10분
119,2023-01-19,3호선 (상행선),첫차~09시,15분
120,2023-01-19,4호선 (하행선),첫차~09시,10분
121,2023-01-19,4호선 (상행선),첫차~09시,15분
122,2023-01-20,1호선 (하행선),첫차~09시,5분
123,2023-01-20,1호선 (상행선),첫차~09시,10분
124,2023-01-20,2호선 (외선),첫차~09시,5분
125,2023-01-20,2호선 (내선),첫차~09시,5분
126,2023-01-24,1호선 (하행선),첫차~09시,20분
127,2023-01-24,1호선 (상행선),첫차~09시,5분
128,2023-01-25,1호선 (하행선),첫차~09시,5분
129,2023-01-25,1호선 (상행선),첫차~09시,10분
130,2023-01-25,2호선 (외선),첫차~09시,10분
131,2023-01-25,3호선 (하행선),첫차~09시,10분
132,2023-01-25,3호선 (상행선),첫차~09시,10분
133,2023-01-25,4호선 (하행선),첫차~09시,15분
134,2023-01-25,4호선 (상행선),첫차~09시,15분
135,2023-01-25,6호선 (봉화산행),첫차~09시,5분
136,2023-01-25,6호선 (응암순환행),첫차~09시,5분
137,2023-01-25,6호선 (봉화산행),09시~18시,5분
138,2023-01-25,6호선 (응암순환행),09시~18시,5분
139,2023-01-25,7호선 (부천구청행),09시~18시,10분
140,2023-01-25,7호선 (온수행),09시~18시,10분
141,2023-01-25,7호선 (장암행),09시~18시,10분
142,2023-01-25,7호선 (부천구청행),첫차~09시,10분
143,2023-01-25,7호선 (온수행),첫차~09시,10분
144,2023-01-25,7호선 (장암행),첫차~09시,10분
145,2023-01-26,1호선 (하행선),첫차~09시,20분
146,2023-01-26,1호선 (상행선),첫차~09시,20분
147,2023-01-26,2호선 (외선),첫차~09시,15분
148,2023-01-26,2호선 (내선),첫차~09시,10분
149,2023-01-26,4호선 (하행선),09시~18시,30분 이상
150,2023-01-26,4호선 (상행선),09시~18시,25분
151,2023-01-26,4호선 (하행선),첫차~09시,20분
152,2023-01-26,4호선 (상행선),첫차~09시,20분
153,2023-01-26,5호선 (방화행),첫차~09시,5분
154,2023-01-26,7호선 (부천구청행),첫차~09시,5분
155,2023-01-26,7호선 (온수행),첫차~09시,5분
156,2023-01-27,1호선 (하행선),첫차~09시,10분
157,2023-01-27,1호선 (상행선),첫차~09시,10분
158,2023-01-27,3호선 (하행선),첫차~09시,10분
159,2023-01-27,3호선 (상행선),첫차~09시,5분
160,2023-01-27,4호선 (하행선),첫차~09시,10분
161,2023-01-27,4호선 (상행선),첫차~09시,10분
162,2023-01-30,2호선 (외선),첫차~09시,10분
163,2023-01-30,4호선 (하행선),18시~막차,10분
164,2023-01-30,4호선 (상행선),18시~막차,15분
165,2023-01-30,6호선 (응암순환행),첫차~09시,5분
166,2023-01-31,1호선 (하행선),첫차~09시,5분
167,2023-01-31,1호선 (상행선),첫차~09시,5분
168,2023-01-31,2호선 (외선),첫차~09시,10분
169,2023-01-31,3호선 (하행선),첫차~09시,5분
170,2023-01-31,3호선 (상행선),첫차~09시,5분
171,2023-01-31,4호선 (하행선),첫차~09시,15분
172,2023-01-31,4호선 (상행선),첫차~09시,10분
173,2023-01-31,7호선 (부천구청행),첫차~09시,5분
174,2023-02-01,1호선 (하행선),첫차~09시,10분
175,2023-02-01,1호선 (상행선),첫차~09시,10분
176,2023-02-01,2호선 (외선),첫차~09시,5분
177,2023-02-01,3호선 (하행선),첫차~09시,10분
178,2023-02-01,3호선 (상행선),첫차~09시,5분
179,2023-02-01,4호선 (하행선),18시~막차,10분
180,2023-02-01,4호선 (상행선),18시~막차,10분
181,2023-02-01,4호선 (하행선),첫차~09시,25분
182,2023-02-01,4호선 (상행선),첫차~09시,20분
183,2023-02-01,7호선 (부천구청행),첫차~09시,5분
184,2023-02-02,1호선 (하행선),첫차~09시,5분
185,2023-02-02,1호선 (상행선),첫차~09시,5분
186,2023-02-02,2호선 (외선),첫차~09시,10분
187,2023-02-02,3호선 (하행선),첫차~09시,10분
188,2023-02-02,3호선 (상행선),첫차~09시,5분
189,2023-02-02,4호선 (하행선),18시~막차,10분
190,2023-02-02,4호선 (상행선),18시~막차,10분
191,2023-02-02,4호선 (하행선),첫차~09시,10분
192,2023-02-02,4호선 (상행선),첫차~09시,10분
193,2023-02-02,5호선 (상일동행),첫차~09시,5분
194,2023-02-02,5호선 (마천행),첫차~09시,5분
195,2023-02-02,7호선 (부천구청행),첫차~09시,5분
196,2023-02-02,7호선 (온수행),첫차~09시,5분
197,2023-02-02,7호선 (장암행),첫차~09시,5분
198,2023-02-02,7호선 (부천구청행),09시~18시,10분
199,2023-02-02,7호선 (온수행),09시~18시,10분
200,2023-02-02,7호선 (장암행),09시~18시,10분
201,2023-02-03,2호선 (외선),첫차~09시,10분
202,2023-02-03,4호선 (상행선),18시~막차,20분
203,2023-02-03,4호선 (상행선),첫차~09시,10분
204,2023-02-03,4호선 (하행선),첫차~09시,10분
205,2023-02-03,7호선 (부천구청행),18시~막차,5분
206,2023-02-03,7호선 (온수행),18시~막차,5분
207,2023-02-03,7호선 (장암행),18시~막차,5분
208,2023-02-05,7호선 (장암행),09시~18시,5분
209,2023-02-06,1호선 (하행선),첫차~09시,5분
210,2023-02-06,1호선 (상행선),첫차~09시,5분
211,2023-02-06,2호선 (내선),첫차~09시,10분
212,2023-02-06,2호선 (외선),첫차~09시,10분
213,2023-02-06,3호선 (하행선),첫차~09시,5분
214,2023-02-06,3호선 (상행선),첫차~09시,5분
215,2023-02-06,4호선 (하행선),첫차~09시,10분
216,2023-02-06,4호선 (상행선),첫차~09시,15분
217,2023-02-06,7호선 (부천구청행),09시~18시,5분
218,2023-02-06,7호선 (장암행),09시~18시,5분
219,2023-02-06,7호선 (온수행),09시~18시,5분
220,2023-02-07,3호선 (하행선),첫차~09시,5분
221,2023-02-07,3호선 (상행선),첫차~09시,5분
222,2023-02-07,4호선 (하행선),18시~막차,10분
223,2023-02-07,4호선 (상행선),18시~막차,10분
224,2023-02-07,4호선 (하행선),첫차~09시,10분
225,2023-02-07,4호선 (상행선),첫차~09시,5분
226,2023-02-07,5호선 (마천행),첫차~09시,5분
227,2023-02-07,5호선 (상일동행),첫차~09시,5분
228,2023-02-07,5호선 (방화행),첫차~09시,10분
229,2023-02-07,7호선 (부천구청행),18시~막차,5분
230,2023-02-07,7호선 (온수행),18시~막차,5분
231,2023-02-07,7호선 (장암행),18시~막차,5분
232,2023-02-08,1호선 (하행선),첫차~09시,15분
233,2023-02-08,1호선 (상행선),첫차~09시,15분
234,2023-02-08,2호선 (외선),첫차~09시,10분
235,2023-02-08,2호선 (내선),첫차~09시,5분
236,2023-02-08,3호선 (하행선),첫차~09시,10분
237,2023-02-08,3호선 (상행선),첫차~09시,10분
238,2023-02-08,4호선 (하행선),첫차~09시,20분
239,2023-02-08,4호선 (상행선),첫차~09시,20분
240,2023-02-08,7호선 (장암행),첫차~09시,5분
241,2023-02-09,3호선 (하행선),첫차~09시,5분
242,2023-02-09,3호선 (상행선),첫차~09시,5분
243,2023-02-09,4호선 (하행선),첫차~09시,5분
244,2023-02-09,4호선 (상행선),첫차~09시,5분
245,2023-02-09,5호선 (방화행),첫차~09시,10분
246,2023-02-10,1호선 (하행선),첫차~09시,10분
247,2023-02-10,1호선 (상행선),첫차~09시,10분
248,2023-02-10,2호선 (외선),첫차~09시,10분
249,2023-02-10,2호선 (내선),첫차~09시,5분
250,2023-02-10,3호선 (하행선),첫차~09시,15분
251,2023-02-10,3호선 (상행선),첫차~09시,10분
252,2023-02-10,4호선 (하행선),18시~막차,15분
253,2023-02-10,4호선 (상행선),18시~막차,15분
254,2023-02-10,4호선 (하행선),첫차~09시,10분
255,2023-02-10,4호선 (상행선),첫차~09시,15분
256,2023-02-10,5호선 (마천행),첫차~09시,10분
257,2023-02-11,7호선 (부천구청행),09시~18시,5분
258,2023-02-11,7호선 (온수행),09시~18시,5분
259,2023-02-11,7호선 (장암행),09시~18시,5분
260,2023-02-12,5호선 (마천행),18시~막차,30분 이상
261,2023-02-12,5호선 (상일동행),18시~막차,30분 이상
262,2023-02-12,5호선 (방화행),18시~막차,30분 이상
263,2023-02-12,7호선 (장암행),09시~18시,5분
264,2023-02-13,2호선 (외선),첫차~09시,10분
265,2023-02-13,3호선 (하행선),첫차~09시,5분
266,2023-02-13,3호선 (상행선),첫차~09시,5분
267,2023-02-13,4호선 (하행선),첫차~09시,5분
268,2023-02-13,4호선 (상행선),첫차~09시,5분
269,2023-02-13,7호선 (장암행),첫차~09시,5분
270,2023-02-13,7호선 (부천구청행),첫차~09시,5분
271,2023-02-14,1호선 (하행선),첫차~09시,5분
272,2023-02-14,1호선 (상행선),첫차~09시,15분
273,2023-02-14,2호선 (외선),첫차~09시,10분
274,2023-02-14,3호선 (하행선),첫차~09시,5분
275,2023-02-14,3호선 (상행선),첫차~09시,10분
276,2023-02-14,4호선 (하행선),첫차~09시,10분
277,2023-02-14,4호선 (상행선),첫차~09시,10분
278,2023-02-14,7호선 (부천구청행),09시~18시,5분
279,2023-02-14,7호선 (온수행),09시~18시,5분
280,2023-02-14,7호선 (장암행),09시~18시,5분
281,2023-02-15,2호선 (내선),첫차~09시,5분
282,2023-02-15,2호선 (외선),첫차~09시,10분
283,2023-02-16,1호선 (하행선),첫차~09시,5분
284,2023-02-16,1호선 (상행선),첫차~09시,10분
285,2023-02-16,2호선 (외선),첫차~09시,10분
286,2023-02-16,3호선 (하행선),첫차~09시,10분
287,2023-02-16,3호선 (상행선),첫차~09시,5분
288,2023-02-16,4호선 (하행선),첫차~09시,10분
289,2023-02-16,4호선 (상행선),첫차~09시,10분
290,2023-02-17,3호선 (하행선),첫차~09시,10분
291,2023-02-17,3호선 (상행선),첫차~09시,5분
292,2023-02-17,4호선 (하행선),첫차~09시,10분
293,2023-02-17,4호선 (상행선),첫차~09시,10분
294,2023-02-18,7호선 (부천구청행),09시~18시,10분
295,2023-02-18,7호선 (온수행),09시~18시,10분
296,2023-02-18,7호선 (장암행),09시~18시,10분
297,2023-02-19,7호선 (부천구청행),18시~막차,10분
298,2023-02-19,7호선 (온수행),18시~막차,10분
299,2023-02-19,7호선 (장암행),18시~막차,10분
300,2023-02-20,1호선 (하행선),첫차~09시,10분
301,2023-02-20,1호선 (상행선),첫차~09시,5분
302,2023-02-20,2호선 (외선),첫차~09시,5분
303,2023-02-20,3호선 (하행선),첫차~09시,5분
304,2023-02-20,3호선 (상행선),첫차~09시,5분
305,2023-02-20,4호선 (하행선),첫차~09시,10분
306,2023-02-20,4호선 (상행선),첫차~09시,10분
307,2023-02-20,7호선 (부천구청행),09시~18시,20분
308,2023-02-20,7호선 (온수행),09시~18시,20분
309,2023-02-20,7호선 (장암행),09시~18시,20분
310,2023-02-20,7호선 (부천구청행),첫차~09시,20분
311,2023-02-20,7호선 (온수행),첫차~09시,20분
312,2023-02-20,7호선 (장암행),첫차~09시,20분
313,2023-02-21,2호선 (외선),첫차~09시,15분
314,2023-02-21,3호선 (하행선),첫차~09시,5분
315,2023-02-21,3호선 (상행선),첫차~09시,10분
316,2023-02-21,4호선 (하행선),첫차~09시,10분
317,2023-02-21,4호선 (상행선),첫차~09시,5분
318,2023-02-21,5호선 (마천행),첫차~09시,5분
319,2023-02-21,5호선 (상일동행),첫차~09시,5분
320,2023-02-22,1호선 (하행선),첫차~09시,10분
321,2023-02-22,1호선 (상행선),첫차~09시,15분
322,2023-02-22,2호선 (내선),09시~18시,10분
323,2023-02-22,2호선 (내선),첫차~09시,5분
324,2023-02-22,3호선 (하행선),첫차~09시,10분
325,2023-02-22,3호선 (상행선),첫차~09시,5분
326,2023-02-22,4호선 (하행선),첫차~09시,10분
327,2023-02-22,4호선 (상행선),첫차~09시,10분
328,2023-02-22,5호선 (방화행),첫차~09시,5분
329,2023-02-22,7호선 (부천구청행),09시~18시,5분
330,2023-02-22,7호선 (온수행),09시~18시,5분
331,2023-02-22,7호선 (장암행),09시~18시,5분
332,2023-02-23,4호선 (하행선),첫차~09시,10분
333,2023-02-23,4호선 (상행선),첫차~09시,10분
334,2023-02-24,1호선 (하행선),첫차~09시,5분
335,2023-02-24,1호선 (상행선),첫차~09시,5분
336,2023-02-24,2호선 (외선),첫차~09시,10분
337,2023-02-24,3호선 (하행선),첫차~09시,10분
338,2023-02-24,3호선 (상행선),첫차~09시,10분
339,2023-02-24,4호선 (하행선),첫차~09시,10분
340,2023-02-24,4호선 (상행선),첫차~09시,10분
341,2023-02-27,2호선 (외선),첫차~09시,10분
342,2023-02-27,4호선 (하행선),첫차~09시,20분
343,2023-02-27,4호선 (상행선),첫차~09시,15분
344,2023-02-28,2호선 (외선),첫차~09시,10분
345,2023-02-28,5호선 (마천행),첫차~09시,5분
346,2023-02-28,5호선 (상일동행),첫차~09시,5분
347,2023-02-28,5호선 (방화행),첫차~09시,5분
348,2023-03-02,1호선 (하행선),첫차~09시,10분
349,2023-03-02,1호선 (상행선),첫차~09시,10분
350,2023-03-02,2호선 (외선),첫차~09시,10분
351,2023-03-02,3호선 (하행선),첫차~09시,10분
352,2023-03-02,3호선 (상행선),첫차~09시,10분
353,2023-03-02,4호선 (하행선),첫차~09시,15분
354,2023-03-02,4호선 (상행선),첫차~09시,15분
355,2023-03-02,7호선 (부천구청행),09시~18시,5분
356,2023-03-02,7호선 (온수행),09시~18시,5분
357,2023-03-02,7호선 (장암행),09시~18시,5분
358,2023-03-03,4호선 (하행선),첫차~09시,10분
359,2023-03-03,4호선 (상행선),첫차~09시,10분
360,2023-03-05,4호선 (하행선),첫차~09시,5분
361,2023-03-06,1호선 (하행선),첫차~09시,10분
362,2023-03-06,1호선 (상행선),첫차~09시,5분
363,2023-03-06,2호선 (외선),첫차~09시,10분
364,2023-03-06,3호선 (하행선),첫차~09시,10분
365,2023-03-06,3호선 (상행선),첫차~09시,10분
366,2023-03-06,4호선 (하행선),첫차~09시,10분
367,2023-03-06,4호선 (상행선),첫차~09시,10분
368,2023-03-06,5호선 (마천행),09시~18시,10분
369,2023-03-06,5호선 (상일동행),09시~18시,10분
370,2023-03-06,5호선 (방화행),09시~18시,15분
371,2023-03-06,5호선 (방화행),첫차~09시,5분
372,2023-03-07,4호선 (하행선),첫차~09시,20분
373,2023-03-07,4호선 (상행선),첫차~09시,15분
374,2023-03-07,7호선 (부천구청행),18시~막차,10분
375,2023-03-07,7호선 (온수행),18시~막차,10분
376,2023-03-07,7호선 (장암행),18시~막차,10분
377,2023-03-08,1호선 (하행선),첫차~09시,5분
378,2023-03-08,1호선 (상행선),첫차~09시,10분
379,2023-03-08,2호선 (내선),첫차~09시,5분
380,2023-03-08,2호선 (외선),첫차~09시,10분
381,2023-03-08,5호선 (마천행),첫차~09시,10분
382,2023-03-08,5호선 (상일동행),첫차~09시,10분
383,2023-03-09,2호선 (외선),첫차~09시,15분
384,2023-03-09,3호선 (상행선),첫차~09시,10분
385,2023-03-09,3호선 (하행선),첫차~09시,10분
386,2023-03-09,4호선 (하행선),첫차~09시,10분
387,2023-03-09,4호선 (상행선),첫차~09시,5분
388,2023-03-09,5호선 (마천행),첫차~09시,10분
389,2023-03-09,5호선 (상일동행),첫차~09시,10분
390,2023-03-09,5호선 (방화행),첫차~09시,10분
391,2023-03-09,7호선 (온수행),첫차~09시,5분
392,2023-03-09,7호선 (부천구청행),첫차~09시,5분
393,2023-03-09,7호선 (장암행),첫차~09시,5분
394,2023-03-10,1호선 (하행선),첫차~09시,5분
395,2023-03-10,1호선 (상행선),첫차~09시,5분
396,2023-03-10,2호선 (외선),첫차~09시,10분
397,2023-03-10,3호선 (하행선),첫차~09시,10분
398,2023-03-10,3호선 (상행선),첫차~09시,5분
399,2023-03-10,4호선 (하행선),첫차~09시,15분
400,2023-03-10,4호선 (상행선),첫차~09시,10분
401,2023-03-12,2호선 (외선),첫차~09시,10분
402,2023-03-12,2호선 (내선),첫차~09시,10분
403,2023-03-13,1호선 (하행선),첫차~09시,10분
404,2023-03-13,1호선 (상행선),첫차~09시,10분
405,2023-03-13,2호선 (외선),첫차~09시,10분
406,2023-03-13,2호선 (내선),첫차~09시,5분
407,2023-03-13,3호선 (하행선),첫차~09시,10분
408,2023-03-13,3호선 (상행선),첫차~09시,5분
